filename,unique_im,stim_pos_name,stim_pos,super_cat_name,super_cat,basic_cat_name,basic_cat,sub_cat_name,sub_cat,affordance_name,affordance_cat,is_specialcore,is_lure,img_quiz_dots_overlap,img_quiz_dot1_x_pix,img_quiz_dot1_y_pix,img_quiz_dot2_x_pix,img_quiz_dot2_y_pix,img_quiz_dot1_x_deg,img_quiz_dot1_y_deg,img_quiz_dot2_x_deg,img_quiz_dot2_y_deg,img_quiz_dot1_orient_deg,img_quiz_dot2_orient_deg,img_quiz_dot_specialcore_stim_nr,img_quiz_dot_filename,ltm_paired_stim,ltm_paired_stim_class_i
shared0968_nsd70194/hard_add.png,317,center,3,human,1,outdoor,2,center,2,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0968_nsd70194/easy_add.png,318,center,3,human,1,outdoor,2,center,2,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0030_nsd04424/easy_remove.png,319,center,3,human,1,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0030_nsd04424/hard_remove.png,320,center,3,human,1,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0030_nsd04424/hard_add.png,321,center,3,human,1,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0030_nsd04424/easy_add.png,322,center,3,human,1,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0277_nsd22524/easy_remove.png,323,center,3,human,1,outdoor,2,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0277_nsd22524/hard_remove.png,324,center,3,human,1,outdoor,2,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0277_nsd22524/hard_add.png,325,center,3,human,1,outdoor,2,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0277_nsd22524/easy_add.png,326,center,3,human,1,outdoor,2,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0358_nsd27243/easy_remove.png,327,center,3,animal,2,indoor,1,left,1,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0358_nsd27243/hard_remove.png,328,center,3,animal,2,indoor,1,left,1,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0358_nsd27243/hard_add.png,329,center,3,animal,2,indoor,1,left,1,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0358_nsd27243/easy_add.png,330,center,3,animal,2,indoor,1,left,1,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0334_nsd25703/easy_remove.png,331,center,3,animal,2,outdoor,2,left,1,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0334_nsd25703/hard_remove.png,332,center,3,animal,2,outdoor,2,left,1,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0334_nsd25703/hard_add.png,333,center,3,animal,2,outdoor,2,left,1,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0334_nsd25703/easy_add.png,334,center,3,animal,2,outdoor,2,left,1,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0557_nsd42127/easy_remove.png,335,center,3,animal,2,indoor,1,center,2,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0557_nsd42127/hard_remove.png,336,center,3,animal,2,indoor,1,center,2,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0557_nsd42127/hard_add.png,337,center,3,animal,2,indoor,1,center,2,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0557_nsd42127/easy_add.png,338,center,3,animal,2,indoor,1,center,2,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0269_nsd22139/easy_remove.png,339,center,3,animal,2,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0269_nsd22139/hard_remove.png,340,center,3,animal,2,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0269_nsd22139/hard_add.png,341,center,3,animal,2,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0269_nsd22139/easy_add.png,342,center,3,animal,2,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0474_nsd35987/easy_remove.png,343,center,3,animal,2,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0474_nsd35987/hard_remove.png,344,center,3,animal,2,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0474_nsd35987/hard_add.png,345,center,3,animal,2,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0474_nsd35987/easy_add.png,346,center,3,animal,2,indoor,1,right,3,greet,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0042_nsd05107/easy_remove.png,347,center,3,animal,2,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0042_nsd05107/hard_remove.png,348,center,3,animal,2,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0042_nsd05107/hard_add.png,349,center,3,animal,2,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0042_nsd05107/easy_add.png,350,center,3,animal,2,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0692_nsd50654/easy_remove.png,351,center,3,object,3,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0692_nsd50654/hard_remove.png,352,center,3,object,3,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0692_nsd50654/hard_add.png,353,center,3,object,3,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0692_nsd50654/easy_add.png,354,center,3,object,3,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0194_nsd16345/easy_remove.png,355,center,3,object,3,outdoor,2,left,1,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0194_nsd16345/hard_remove.png,356,center,3,object,3,outdoor,2,left,1,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0194_nsd16345/hard_add.png,357,center,3,object,3,outdoor,2,left,1,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0194_nsd16345/easy_add.png,358,center,3,object,3,outdoor,2,left,1,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0045_nsd05302/easy_remove.png,359,center,3,object,3,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0045_nsd05302/hard_remove.png,360,center,3,object,3,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0045_nsd05302/hard_add.png,361,center,3,object,3,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0045_nsd05302/easy_add.png,362,center,3,object,3,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0988_nsd71754/easy_remove.png,363,center,3,object,3,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0988_nsd71754/hard_remove.png,364,center,3,object,3,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0988_nsd71754/hard_add.png,365,center,3,object,3,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0988_nsd71754/easy_add.png,366,center,3,object,3,outdoor,2,center,2,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0377_nsd28342/easy_remove.png,367,center,3,object,3,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0377_nsd28342/hard_remove.png,368,center,3,object,3,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0377_nsd28342/hard_add.png,369,center,3,object,3,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0377_nsd28342/easy_add.png,370,center,3,object,3,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0937_nsd68024/easy_remove.png,371,center,3,object,3,outdoor,2,right,3,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0937_nsd68024/hard_remove.png,372,center,3,object,3,outdoor,2,right,3,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0937_nsd68024/hard_add.png,373,center,3,object,3,outdoor,2,right,3,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0937_nsd68024/easy_add.png,374,center,3,object,3,outdoor,2,right,3,walk,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0930_nsd67238/easy_remove.png,375,center,3,food,4,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0930_nsd67238/hard_remove.png,376,center,3,food,4,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0930_nsd67238/hard_add.png,377,center,3,food,4,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0930_nsd67238/easy_add.png,378,center,3,food,4,indoor,1,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0516_nsd39059/easy_remove.png,379,center,3,food,4,outdoor,2,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0516_nsd39059/hard_remove.png,380,center,3,food,4,outdoor,2,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0516_nsd39059/hard_add.png,381,center,3,food,4,outdoor,2,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0516_nsd39059/easy_add.png,382,center,3,food,4,outdoor,2,left,1,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0867_nsd62961/easy_remove.png,383,center,3,food,4,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0867_nsd62961/hard_remove.png,384,center,3,food,4,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0867_nsd62961/hard_add.png,385,center,3,food,4,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0867_nsd62961/easy_add.png,386,center,3,food,4,indoor,1,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0725_nsd52932/easy_remove.png,387,center,3,food,4,outdoor,2,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0725_nsd52932/hard_remove.png,388,center,3,food,4,outdoor,2,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0725_nsd52932/hard_add.png,389,center,3,food,4,outdoor,2,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0725_nsd52932/easy_add.png,390,center,3,food,4,outdoor,2,center,2,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0854_nsd61973/easy_remove.png,391,center,3,food,4,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0854_nsd61973/hard_remove.png,392,center,3,food,4,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0854_nsd61973/hard_add.png,393,center,3,food,4,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0854_nsd61973/easy_add.png,394,center,3,food,4,indoor,1,right,3,grasp,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0452_nsd33814/easy_remove.png,395,center,3,food,4,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0452_nsd33814/hard_remove.png,396,center,3,food,4,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
shared0452_nsd33814/hard_add.png,397,center,3,food,4,outdoor,2,right,3,observe,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
