unique_im,stim_pos,stim_pos_i,angle_deg,angle_i,eccen_deg,angle_rad,delta_deg,delta_i,dot_xpos_pix,dot_ypos_pix,is_specialcore,img_quiz_dots_overlap,img_quiz_dot1_x_pix,img_quiz_dot1_y_pix,img_quiz_dot2_x_pix,img_quiz_dot2_y_pix,img_quiz_dot1_x_deg,img_quiz_dot1_y_deg,img_quiz_dot2_x_deg,img_quiz_dot2_y_deg,img_quiz_dot1_orient_deg,img_quiz_dot2_orient_deg,img_quiz_dot_specialcore_stim_nr,img_quiz_dot_filename,ltm_paired_stim,ltm_paired_stim_class_i
193,left,1,264.75,5,4,4.62075919465499,6,3,609,572,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
197,left,1,242.25,6,4,4.22806011295626,6,3,648,704,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201,left,1,219.75,7,4,3.83536103125754,6,3,734,811,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205,left,1,197.25,8,4,3.44266194955881,6,3,855,877,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209,right,2,174.75,9,4,3.04996286786009,6,3,992,891,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213,right,2,152.25,10,4,2.65726378616137,6,3,1124,852,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,right,2,129.75,11,4,2.26456470446264,6,3,1231,766,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
221,right,2,107.25,12,4,1.87186562276392,6,3,1297,645,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
225,right,2,84.75,13,4,1.47916654106519,6,3,1311,508,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229,right,2,62.25,14,4,1.08646745936647,6,3,1272,376,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233,right,2,39.75,15,4,0.693768377667746,6,3,1186,269,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
237,right,2,17.25,16,4,0.301069295969022,6,3,1065,203,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
178,left,1,360.75,1,4,6.29627527656954,12,4,965,187,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,left,1,338.25,2,4,5.90357619487082,12,4,829,212,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186,left,1,315.75,3,4,5.5108771131721,12,4,714,287,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190,left,1,293.25,4,4,5.11817803147337,12,4,636,401,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194,left,1,270.75,5,4,4.72547894977465,12,4,607,535,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198,left,1,248.25,6,4,4.33277986807592,12,4,632,671,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
202,left,1,225.75,7,4,3.9400807863772,12,4,707,786,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206,left,1,203.25,8,4,3.54738170467847,12,4,821,864,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,right,2,180.75,9,4,3.15468262297975,12,4,955,893,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214,right,2,158.25,10,4,2.76198354128103,12,4,1091,868,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218,right,2,135.75,11,4,2.3692844595823,12,4,1206,793,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
222,right,2,113.25,12,4,1.97658537788358,12,4,1284,679,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,right,2,90.75,13,4,1.58388629618485,12,4,1313,545,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,right,2,68.25,14,4,1.19118721448613,12,4,1288,409,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
234,right,2,45.75,15,4,0.798488132787406,12,4,1213,294,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,right,2,23.25,16,4,0.405789051088682,12,4,1099,216,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
743,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,235,20,348,0,-1.24164463198092,4,-1.02903424979241,4,341,359,49,NaN,NaN,NaN
744,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,216,27,330,1,-1.27849709822693,4,-1.06305191094257,4,337,356,49,NaN,NaN,NaN
745,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,198,36,344,0,-1.31534956447294,4,-1.03753866507995,4,334,359,49,NaN,NaN,NaN
746,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,223,25,314,2,-1.26432307274769,4,-1.09139996190104,4,339,354,49,NaN,NaN,NaN
747,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,190,40,342,0,-1.33235839504802,4,-1.04037347017579,4,333,358,49,NaN,NaN,NaN
748,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,182,44,328,1,-1.3493672256231,4,-1.06588671603841,4,331,356,49,NaN,NaN,NaN
749,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,244,17,334,0,-1.22463580140584,4,-1.05454749565503,4,342,357,49,NaN,NaN,NaN
750,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,218,27,331,1,-1.27566229313108,4,-1.06021710584672,4,338,357,49,NaN,NaN,NaN
751,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,221,26,317,2,-1.26999268293939,4,-1.08573035170934,4,338,354,49,NaN,NaN,NaN
752,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,1,209,30,347,0,-1.29267112370616,4,-1.03186905488825,4,336,359,49,NaN,NaN,NaN
753,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,340,705,14,254,1.04320827527164,4,-1.85679733777968,4,182,286,49,NaN,NaN,NaN
754,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,279,698,222,25,1.15660047910551,4,-1.26715787784354,4,192,338,49,NaN,NaN,NaN
755,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,190,666,206,32,1.33235839504802,4,-1.29834073389786,4,208,336,49,NaN,NaN,NaN
756,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,175,657,25,223,1.36354125110233,4,-1.7972664307669,4,210,292,49,NaN,NaN,NaN
757,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,336,0,351,0,-1.05171269055918,4,-1.02336463960071,4,357,360,49,NaN,NaN,NaN
758,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,166,652,201,34,1.38338488677326,4,-1.30967995428124,4,212,335,49,NaN,NaN,NaN
759,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,2,319,236,20,-1.9786939569011,4,-1.23880982688507,4,276,341,49,NaN,NaN,NaN
760,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,180,661,124,621,1.35220203071895,4,1.47976826003205,4,209,221,49,NaN,NaN,NaN
761,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,296,701,0,368,1.1254176230512,4,2.01271161805126,4,189,268,49,NaN,NaN,NaN
762,left,1,348.75,1,4,6.08683576633022,0,0,891,194,1,2,305,702,58,159,1.10840879247612,4,-1.6640305912621,4,188,303,49,NaN,NaN,NaN
763,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,18,241,86,122,-1.83128409191706,4,-1.57898643838669,4,289,311,51,NaN,NaN,NaN
764,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,11,264,80,130,-1.87664097345061,4,-1.59599526896177,4,285,309,51,NaN,NaN,NaN
765,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,13,257,78,132,-1.86246694797138,4,-1.60166487915347,4,286,309,51,NaN,NaN,NaN
766,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,27,216,101,106,-1.78309240528767,4,-1.53646436194899,4,293,315,51,NaN,NaN,NaN
767,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,33,204,142,70,-1.75757915942505,4,-1.43724618359435,4,295,323,51,NaN,NaN,NaN
768,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,30,211,134,76,-1.77175318490428,4,-1.45425501416943,4,294,322,51,NaN,NaN,NaN
769,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,12,263,104,102,-1.87380616835477,4,-1.52795994666145,4,285,315,51,NaN,NaN,NaN
770,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,15,251,99,108,-1.85112772758799,4,-1.54213397214068,4,287,314,51,NaN,NaN,NaN
771,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,21,232,131,79,-1.81427526134198,4,-1.46275942945697,4,290,321,51,NaN,NaN,NaN
772,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,1,23,226,114,93,-1.80293604095859,4,-1.50244670079883,4,291,318,51,NaN,NaN,NaN
773,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,223,681,41,187,1.26432307274769,4,-1.72356149827488,4,202,298,51,NaN,NaN,NaN
774,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,100,107,228,23,-1.53929916704484,4,-1.25581865746015,4,314,339,51,NaN,NaN,NaN
775,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,131,79,176,47,-1.46275942945697,4,-1.36070644600649,4,321,330,51,NaN,NaN,NaN
776,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,30,495,3,397,1.77175318490428,4,1.95885032123017,4,246,263,51,NaN,NaN,NaN
777,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,118,616,2,319,1.49394228551129,4,-1.9786939569011,4,222,276,51,NaN,NaN,NaN
778,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,116,92,187,41,-1.49961189570298,4,-1.33802800523971,4,318,332,51,NaN,NaN,NaN
779,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,190,666,109,608,1.33235839504802,4,1.51662072627806,4,208,224,51,NaN,NaN,NaN
780,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,68,561,29,493,1.63001293011194,4,1.77458799000013,4,234,247,51,NaN,NaN,NaN
781,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,251,691,25,482,1.2104617759266,4,1.7972664307669,4,197,249,51,NaN,NaN,NaN
782,left,1,303.75,3,4,5.30143760293278,0,0,667,344,1,2,278,697,226,682,1.15943528420136,4,1.258653462556,4,192,201,51,NaN,NaN,NaN
783,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,33,502,2,390,1.75757915942504,4,1.97302434670941,4,245,264,53,NaN,NaN,NaN
784,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,50,533,3,304,1.69237864222057,4,-1.95034590594263,4,239,278,53,NaN,NaN,NaN
785,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,34,505,0,364,1.75190954923335,4,2.0212160333388,4,245,268,53,NaN,NaN,NaN
786,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,20,471,2,314,1.81994487153368,4,-1.97018954161356,4,251,276,53,NaN,NaN,NaN
787,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,27,488,1,382,1.78592721038351,4,1.98719837218864,4,248,265,53,NaN,NaN,NaN
788,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,42,520,0,367,1.72072669317904,4,2.01554642314711,4,242,268,53,NaN,NaN,NaN
789,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,31,498,0,336,1.76608357471259,4,-2.00987681295541,4,246,273,53,NaN,NaN,NaN
790,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,21,473,0,357,1.81427526134198,4,2.03255525372219,4,250,269,53,NaN,NaN,NaN
791,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,35,506,1,373,1.7490747441375,4,2.00420720276372,4,244,267,53,NaN,NaN,NaN
792,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,1,14,451,1,322,1.85679733777968,4,-1.98436356709279,4,254,275,53,NaN,NaN,NaN
793,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,180,661,93,591,1.35220203071895,4,1.55914280271577,4,209,228,53,NaN,NaN,NaN
794,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,2,388,155,60,1.97585915180525,4,-1.40606332754004,4,264,326,53,NaN,NaN,NaN
795,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,201,34,260,12,-1.30967995428124,4,-1.19345294535152,4,335,345,53,NaN,NaN,NaN
796,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,75,136,290,6,-1.61016929444101,4,-1.13675684343459,4,308,350,53,NaN,NaN,NaN
797,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,0,348,21,232,-2.03255525372219,4,-1.81427526134198,4,271,290,53,NaN,NaN,NaN
798,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,1,385,4,302,1.98152876199695,4,-1.94751110084678,4,265,278,53,NaN,NaN,NaN
799,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,334,705,239,687,1.05454749565503,4,1.23314021669338,4,183,199,53,NaN,NaN,NaN
800,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,132,628,125,622,1.45992462436113,4,1.47693345493621,4,219,220,53,NaN,NaN,NaN
801,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,1,379,347,0,1.99286798238033,4,-1.03186905488825,4,266,359,53,NaN,NaN,NaN
802,left,1,258.75,5,4,4.51603943953533,0,0,614,609,1,2,351,706,267,695,1.02336463960071,4,1.17927891987229,4,180,194,53,NaN,NaN,NaN
803,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,245,689,132,628,1.22180099630999,4,1.45992462436113,4,198,219,55,NaN,NaN,NaN
804,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,247,689,84,581,1.21896619121414,4,1.58465604857839,4,198,230,55,NaN,NaN,NaN
805,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,261,693,81,577,1.19061814025568,4,1.59316046386593,4,195,231,55,NaN,NaN,NaN
806,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,202,672,111,610,1.3068451491854,4,1.51095111608637,4,205,223,55,NaN,NaN,NaN
807,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,222,680,77,572,1.26715787784354,4,1.60449968424932,4,202,232,55,NaN,NaN,NaN
808,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,209,675,90,588,1.29267112370616,4,1.56764721800331,4,204,228,55,NaN,NaN,NaN
809,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,254,691,121,619,1.20479216573491,4,1.48543787022375,4,196,221,55,NaN,NaN,NaN
810,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,228,683,110,609,1.25581865746015,4,1.51378592118222,4,201,224,55,NaN,NaN,NaN
811,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,193,667,125,622,1.32668878485632,4,1.47693345493621,4,207,220,55,NaN,NaN,NaN
812,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,1,215,677,112,611,1.28133190332277,4,1.50811631099052,4,203,223,55,NaN,NaN,NaN
813,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,2,15,250,165,54,-1.84829292249214,4,-1.38621969186911,4,287,328,55,NaN,NaN,NaN
814,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,2,0,345,167,53,-2.0268856435305,4,-1.38055008167741,4,271,328,55,NaN,NaN,NaN
815,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,2,298,701,186,663,1.12258281795535,4,1.34086281033556,4,189,208,55,NaN,NaN,NaN
816,left,1,213.75,7,4,3.73064127613788,0,0,764,833,1,2,53,538,307,3,1.68103942183718,4,-1.10557398738027,4,238,353,55,NaN,NaN,NaN
